timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,user_agent,url,is_internal_traffic,label,attack_type
10/1/2025 16:45,44.32.54.30,38.25.187.137,35899,7987,TCP,87806,360152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/?id=323379,TRUE,0,benign
10/1/2025 16:45,128.112.32.206,177.220.214.144,34403,3306,TCP,3182,13013,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/login?id=303150,FALSE,0,benign
10/1/2025 16:49,52.218.172.208,122.10.114.89,31705,445,TCP,39163,56225,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/.env?id=360731,TRUE,0,benign
10/1/2025 17:04,214.205.166.31,190.50.218.51,18657,1433,UDP,85635,176932,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/1/2025 17:07,250.70.164.215,103.240.35.118,37833,443,UDP,4767,17444,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/1/2025 17:18,247.109.23.152,81.76.133.214,17795,3389,UDP,8711,32488,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/1/2025 17:54,45.171.32.31,249.8.223.182,24099,80,TCP,6092,12287,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/phpmyadmin?id=369671,TRUE,0,benign
10/1/2025 18:00,71.72.212.44,63.249.197.227,64406,445,TCP,75826,315647,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/?id=915160,FALSE,0,benign
10/1/2025 18:13,179.189.84.113,69.80.117.194,34670,64323,ICMP,19715,75045,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=709208,FALSE,0,benign
10/1/2025 18:34,63.20.68.26,157.112.5.54,17901,21,TCP,13182,32954,curl/8.4.0,,FALSE,0,benign
10/1/2025 18:47,203.192.80.5,245.183.123.154,80,3389,TCP,2833,10626,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/admin?id=638150,FALSE,0,benign
10/1/2025 18:52,226.249.41.2,26.48.31.156,80,1433,TCP,19774,1774,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=689641,TRUE,0,benign
10/1/2025 18:55,2.91.45.181,134.177.96.47,21,445,TCP,8882,36445,curl/8.4.0,https://internal.bank.local/owa/auth/logon.aspx?id=509212,FALSE,0,benign
10/1/2025 19:03,167.145.213.178,16.192.121.186,20339,445,ICMP,32511,83577,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/config.php?id=141981,TRUE,0,benign
10/1/2025 19:07,207.243.64.53,181.15.47.22,53599,22,TCP,3537,9085,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/1/2025 19:22,37.138.230.106,66.250.155.117,10907,25,TCP,29279,100264,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/1/2025 19:25,62.89.19.153,251.168.139.187,43467,25,TCP,10912,35686,python-requests/2.31.0,https://webmail.corp/.env?id=879243,FALSE,0,benign
10/1/2025 19:37,47.255.45.161,88.130.24.21,25,80,TCP,2984,8729,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/config.php?id=458228,TRUE,0,benign
10/1/2025 19:43,212.154.178.108,119.18.141.195,61862,22,TCP,2634,3952,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/manager/html?id=369349,FALSE,0,benign
10/1/2025 19:44,2.120.98.31,151.20.213.118,44567,53,TCP,3350,12963,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/login?id=193171,FALSE,0,benign
10/1/2025 20:30,253.48.185.221,137.34.158.94,3799,25,TCP,15831,14796,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,FALSE,0,benign
10/1/2025 20:44,195.112.237.198,211.199.172.148,63903,80,TCP,26731,19113,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/1/2025 20:48,161.106.141.14,123.230.119.157,15958,44506,TCP,33918,109761,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/shell?id=334695,FALSE,0,benign
10/1/2025 21:16,50.57.76.176,99.48.16.170,15479,3389,TCP,36029,134176,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=208407,FALSE,0,benign
10/1/2025 21:18,217.242.254.46,146.65.230.63,27465,1433,TCP,6544,17325,python-requests/2.31.0,,TRUE,0,benign
10/1/2025 21:35,41.22.27.166,121.105.205.139,56650,445,TCP,119783,330141,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/1/2025 21:38,94.145.107.112,232.49.26.133,12496,1433,TCP,10855,8306,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=537329,FALSE,0,benign
10/1/2025 21:40,65.171.232.12,222.10.150.208,48664,445,UDP,45262,68493,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/wp-login.php?id=73430,FALSE,0,benign
10/1/2025 21:42,27.26.90.41,29.254.160.110,57832,25,UDP,16938,41844,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/.env?id=577488,FALSE,0,benign
10/1/2025 21:53,202.14.248.132,160.142.109.9,62446,3306,TCP,40174,91419,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/owa/auth/logon.aspx?id=484658,FALSE,0,benign
10/1/2025 22:01,30.36.120.185,122.82.53.230,22,445,TCP,15631,6221,curl/8.4.0,https://portal.example.org/login?id=614989,FALSE,0,benign
10/1/2025 22:19,114.166.214.51,176.233.232.206,5821,1433,TCP,41349,4755,curl/8.4.0,https://webmail.corp/shell?id=62593,FALSE,0,benign
10/1/2025 22:21,192.166.117.200,34.197.216.53,3389,21,TCP,21767,5948,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/config.php?id=393722,TRUE,0,benign
10/1/2025 22:31,29.166.116.26,54.43.89.38,64215,3306,TCP,80995,12643,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,TRUE,0,benign
10/1/2025 22:32,61.211.102.97,136.13.4.48,65207,21,ICMP,5943,16291,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,TRUE,0,benign
10/1/2025 22:39,229.112.37.121,18.60.16.68,9874,443,TCP,1297,4366,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/1/2025 22:42,150.248.27.228,138.169.225.143,33599,25,ICMP,4640,9110,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/shell?id=304823,FALSE,0,benign
10/1/2025 23:39,112.74.110.238,235.214.230.239,25628,1433,TCP,121816,210742,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/shell?id=50249,FALSE,0,benign
10/2/2025 0:34,157.232.91.100,234.56.74.99,25512,22,TCP,17200,59426,python-requests/2.31.0,,FALSE,0,benign
10/2/2025 0:35,96.69.234.185,84.244.81.141,21,1433,TCP,25522,41528,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/test.php?id=724224,FALSE,0,benign
10/2/2025 0:40,50.183.138.52,213.34.73.216,24053,6081,TCP,4081,7909,curl/8.4.0,,FALSE,0,benign
10/2/2025 0:57,86.65.16.178,198.60.85.218,11872,443,TCP,24462,71756,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/manager/html?id=386772,FALSE,0,benign
